Country,date,vaccine,total_vaccinations
European Union,2021/3/28,Sinopharm/Beijing,687323
European Union,2021/3/28,Sputnik V,233879
European Union,2021/3/29,Johnson&Johnson,399
European Union,2021/3/29,Moderna,4184806
European Union,2021/3/29,Oxford/AstraZeneca,13930955
European Union,2021/3/29,Pfizer/BioNTech,51853471
European Union,2021/3/29,Sinopharm/Beijing,687323
European Union,2021/3/29,Sputnik V,233879
European Union,2021/3/30,Johnson&Johnson,405
European Union,2021/3/30,Moderna,4283585
European Union,2021/3/30,Oxford/AstraZeneca,14201167
European Union,2021/3/30,Pfizer/BioNTech,52555029
European Union,2021/3/30,Sinopharm/Beijing,687323
European Union,2021/3/30,Sputnik V,233879
European Union,2021/3/31,Johnson&Johnson,427
European Union,2021/3/31,Moderna,4394204
European Union,2021/3/31,Oxford/AstraZeneca,14404256
European Union,2021/3/31,Pfizer/BioNTech,53335034
European Union,2021/3/31,Sinopharm/Beijing,687323
European Union,2021/3/31,Sputnik V,233879
European Union,2021/4/1,Johnson&Johnson,435
European Union,2021/4/1,Moderna,4511371
European Union,2021/4/1,Oxford/AstraZeneca,14614722
European Union,2021/4/1,Pfizer/BioNTech,54144668
European Union,2021/4/1,Sinopharm/Beijing,687323
European Union,2021/4/1,Sputnik V,233879
European Union,2021/4/2,Johnson&Johnson,577
European Union,2021/4/2,Moderna,5124461
European Union,2021/4/2,Oxford/AstraZeneca,16205093
European Union,2021/4/2,Pfizer/BioNTech,57694699
European Union,2021/4/2,Sinopharm/Beijing,885907
European Union,2021/4/2,Sputnik V,388391
European Union,2021/4/3,Johnson&Johnson,581
European Union,2021/4/3,Moderna,5203875
European Union,2021/4/3,Oxford/AstraZeneca,16339606
European Union,2021/4/3,Pfizer/BioNTech,58219360
European Union,2021/4/3,Sinopharm/Beijing,885907
European Union,2021/4/3,Sputnik V,388391
European Union,2021/4/4,Johnson&Johnson,583
European Union,2021/4/4,Moderna,5241791
European Union,2021/4/4,Oxford/AstraZeneca,16438118
European Union,2021/4/4,Pfizer/BioNTech,58497906
European Union,2021/4/4,Sinopharm/Beijing,885907
European Union,2021/4/4,Sputnik V,388391
European Union,2021/4/5,Johnson&Johnson,591
European Union,2021/4/5,Moderna,5298496
European Union,2021/4/5,Oxford/AstraZeneca,16573737
European Union,2021/4/5,Pfizer/BioNTech,58859584
European Union,2021/4/5,Sinopharm/Beijing,885907
European Union,2021/4/5,Sputnik V,388391
European Union,2021/4/6,Johnson&Johnson,636
European Union,2021/4/6,Moderna,5420357
European Union,2021/4/6,Oxford/AstraZeneca,16785831
European Union,2021/4/6,Pfizer/BioNTech,59615644
European Union,2021/4/6,Sinopharm/Beijing,885907
European Union,2021/4/6,Sputnik V,388391
European Union,2021/4/7,Johnson&Johnson,651
European Union,2021/4/7,Moderna,5541337
European Union,2021/4/7,Oxford/AstraZeneca,17007868
European Union,2021/4/7,Pfizer/BioNTech,60760187
European Union,2021/4/7,Sinopharm/Beijing,885907
European Union,2021/4/7,Sputnik V,388391
European Union,2021/4/8,Johnson&Johnson,665
European Union,2021/4/8,Moderna,5670535
European Union,2021/4/8,Oxford/AstraZeneca,17255377
European Union,2021/4/8,Pfizer/BioNTech,62014128
European Union,2021/4/8,Sinopharm/Beijing,885907
European Union,2021/4/8,Sputnik V,388391
European Union,2021/4/9,Johnson&Johnson,925
European Union,2021/4/9,Moderna,6296578
European Union,2021/4/9,Oxford/AstraZeneca,19639315
European Union,2021/4/9,Pfizer/BioNTech,67184851
European Union,2021/4/9,Sinopharm/Beijing,1013005
European Union,2021/4/9,Sputnik V,676266
European Union,2021/4/10,Johnson&Johnson,934
European Union,2021/4/10,Moderna,6398940
European Union,2021/4/10,Oxford/AstraZeneca,19885455
European Union,2021/4/10,Pfizer/BioNTech,67919953
European Union,2021/4/10,Sinopharm/Beijing,1013005
European Union,2021/4/10,Sputnik V,676266
European Union,2021/4/11,Johnson&Johnson,944
European Union,2021/4/11,Moderna,6456454
European Union,2021/4/11,Oxford/AstraZeneca,20007946
European Union,2021/4/11,Pfizer/BioNTech,68373627
European Union,2021/4/11,Sinopharm/Beijing,1013005
European Union,2021/4/11,Sputnik V,676266
European Union,2021/4/12,Johnson&Johnson,951
European Union,2021/4/12,Moderna,6556517
European Union,2021/4/12,Oxford/AstraZeneca,20267612
European Union,2021/4/12,Pfizer/BioNTech,69180777
European Union,2021/4/12,Sinopharm/Beijing,1013005
European Union,2021/4/12,Sputnik V,676266
European Union,2021/4/13,Johnson&Johnson,954
European Union,2021/4/13,Moderna,6668014
European Union,2021/4/13,Oxford/AstraZeneca,20588375
European Union,2021/4/13,Pfizer/BioNTech,70211783
European Union,2021/4/13,Sinopharm/Beijing,1013005
European Union,2021/4/13,Sputnik V,676266
European Union,2021/4/14,Johnson&Johnson,956
European Union,2021/4/14,Moderna,6784336
European Union,2021/4/14,Oxford/AstraZeneca,20904629
European Union,2021/4/14,Pfizer/BioNTech,71462345
European Union,2021/4/14,Sinopharm/Beijing,1013005
European Union,2021/4/14,Sputnik V,676266
European Union,2021/4/15,Johnson&Johnson,957
European Union,2021/4/15,Moderna,6908951
European Union,2021/4/15,Oxford/AstraZeneca,21219396
European Union,2021/4/15,Pfizer/BioNTech,72699939
European Union,2021/4/15,Sinopharm/Beijing,1013005
European Union,2021/4/15,Sputnik V,676266
European Union,2021/4/16,Johnson&Johnson,26410
European Union,2021/4/16,Moderna,7629019
European Union,2021/4/16,Oxford/AstraZeneca,23549358
European Union,2021/4/16,Pfizer/BioNTech,78592408
European Union,2021/4/16,Sinopharm/Beijing,1030350
European Union,2021/4/16,Sputnik V,924750
European Union,2021/4/17,Johnson&Johnson,26410
European Union,2021/4/17,Moderna,7721919
European Union,2021/4/17,Oxford/AstraZeneca,23846179
European Union,2021/4/17,Pfizer/BioNTech,79321216
European Union,2021/4/17,Sinopharm/Beijing,1030350
European Union,2021/4/17,Sputnik V,924750
European Union,2021/4/18,Johnson&Johnson,26412
European Union,2021/4/18,Moderna,7780739
European Union,2021/4/18,Oxford/AstraZeneca,24020130
European Union,2021/4/18,Pfizer/BioNTech,79778373
European Union,2021/4/18,Sinopharm/Beijing,1030350
European Union,2021/4/18,Sputnik V,924750
European Union,2021/4/19,Johnson&Johnson,26415
European Union,2021/4/19,Moderna,7880051
European Union,2021/4/19,Oxford/AstraZeneca,24234486
European Union,2021/4/19,Pfizer/BioNTech,80661443
European Union,2021/4/19,Sinopharm/Beijing,1030350
European Union,2021/4/19,Sputnik V,924750
European Union,2021/4/20,Johnson&Johnson,26418
European Union,2021/4/20,Moderna,8004941
European Union,2021/4/20,Oxford/AstraZeneca,24535220
European Union,2021/4/20,Pfizer/BioNTech,81710742
European Union,2021/4/20,Sinopharm/Beijing,1030350
European Union,2021/4/20,Sputnik V,924750
European Union,2021/4/21,Johnson&Johnson,26422
European Union,2021/4/21,Moderna,8140728
European Union,2021/4/21,Oxford/AstraZeneca,24920870
European Union,2021/4/21,Pfizer/BioNTech,82870658
European Union,2021/4/21,Sinopharm/Beijing,1030350
European Union,2021/4/21,Sputnik V,924750
European Union,2021/4/22,Johnson&Johnson,26742
European Union,2021/4/22,Moderna,8288565
European Union,2021/4/22,Oxford/AstraZeneca,25300379
European Union,2021/4/22,Pfizer/BioNTech,84026766
European Union,2021/4/22,Sinopharm/Beijing,1030350
European Union,2021/4/22,Sputnik V,924750
European Union,2021/4/23,Johnson&Johnson,126864
European Union,2021/4/23,Moderna,9206062
European Union,2021/4/23,Oxford/AstraZeneca,26858758
European Union,2021/4/23,Pfizer/BioNTech,90268109
European Union,2021/4/23,Sinopharm/Beijing,1051731
European Union,2021/4/23,Sputnik V,1097161
European Union,2021/4/24,Johnson&Johnson,131471
European Union,2021/4/24,Moderna,9351330
European Union,2021/4/24,Oxford/AstraZeneca,27083256
European Union,2021/4/24,Pfizer/BioNTech,91067928
European Union,2021/4/24,Sinopharm/Beijing,1051731
European Union,2021/4/24,Sputnik V,1097161
European Union,2021/4/25,Johnson&Johnson,140361
European Union,2021/4/25,Moderna,9447237
European Union,2021/4/25,Oxford/AstraZeneca,27235209
European Union,2021/4/25,Pfizer/BioNTech,91567838
European Union,2021/4/25,Sinopharm/Beijing,1051731
European Union,2021/4/25,Sputnik V,1097161
European Union,2021/4/26,Johnson&Johnson,153187
European Union,2021/4/26,Moderna,9578859
European Union,2021/4/26,Oxford/AstraZeneca,27409764
European Union,2021/4/26,Pfizer/BioNTech,92546139
European Union,2021/4/26,Sinopharm/Beijing,1051731
European Union,2021/4/26,Sputnik V,1097161
European Union,2021/4/27,Johnson&Johnson,174038
European Union,2021/4/27,Moderna,9746837
European Union,2021/4/27,Oxford/AstraZeneca,27589239
European Union,2021/4/27,Pfizer/BioNTech,93962330
European Union,2021/4/27,Sinopharm/Beijing,1051731
European Union,2021/4/27,Sputnik V,1097161
European Union,2021/4/28,Johnson&Johnson,195231
European Union,2021/4/28,Moderna,9932015
European Union,2021/4/28,Oxford/AstraZeneca,27769694
European Union,2021/4/28,Pfizer/BioNTech,95761914
European Union,2021/4/28,Sinopharm/Beijing,1051731
European Union,2021/4/28,Sputnik V,1097161
European Union,2021/4/29,Johnson&Johnson,223882
European Union,2021/4/29,Moderna,10126699
European Union,2021/4/29,Oxford/AstraZeneca,27985282
European Union,2021/4/29,Pfizer/BioNTech,97528870
European Union,2021/4/29,Sinopharm/Beijing,1051731
European Union,2021/4/29,Sputnik V,1097161
European Union,2021/4/30,Johnson&Johnson,453660
European Union,2021/4/30,Moderna,10981654
European Union,2021/4/30,Oxford/AstraZeneca,29304247
European Union,2021/4/30,Pfizer/BioNTech,105323952
European Union,2021/4/30,Sinopharm/Beijing,1391195
European Union,2021/4/30,Sputnik V,1302893
European Union,2021/5/1,Johnson&Johnson,476186
European Union,2021/5/1,Moderna,11097802
European Union,2021/5/1,Oxford/AstraZeneca,29429359
European Union,2021/5/1,Pfizer/BioNTech,106138475
European Union,2021/5/1,Sinopharm/Beijing,1391195
European Union,2021/5/1,Sputnik V,1302893
European Union,2021/5/2,Johnson&Johnson,490085
European Union,2021/5/2,Moderna,11186801
European Union,2021/5/2,Oxford/AstraZeneca,29531415
European Union,2021/5/2,Pfizer/BioNTech,106762341
European Union,2021/5/2,Sinopharm/Beijing,1391195
European Union,2021/5/2,Sputnik V,1302893
European Union,2021/5/3,Johnson&Johnson,509762
European Union,2021/5/3,Moderna,11346724
European Union,2021/5/3,Oxford/AstraZeneca,29711310
European Union,2021/5/3,Pfizer/BioNTech,107866239
European Union,2021/5/3,Sinopharm/Beijing,1391195
European Union,2021/5/3,Sputnik V,1302893
European Union,2021/5/4,Johnson&Johnson,534889
European Union,2021/5/4,Moderna,11532558
European Union,2021/5/4,Oxford/AstraZeneca,30022469
European Union,2021/5/4,Pfizer/BioNTech,109346843
European Union,2021/5/4,Sinopharm/Beijing,1391195
European Union,2021/5/4,Sputnik V,1302893
European Union,2021/5/5,Johnson&Johnson,562232
European Union,2021/5/5,Moderna,11731415
European Union,2021/5/5,Oxford/AstraZeneca,30406904
European Union,2021/5/5,Pfizer/BioNTech,111112085
European Union,2021/5/5,Sinopharm/Beijing,1391195
European Union,2021/5/5,Sputnik V,1302893
European Union,2021/5/6,Johnson&Johnson,594231
European Union,2021/5/6,Moderna,11949270
European Union,2021/5/6,Oxford/AstraZeneca,30794689
European Union,2021/5/6,Pfizer/BioNTech,112816770
European Union,2021/5/6,Sinopharm/Beijing,1391195
European Union,2021/5/6,Sputnik V,1302893
European Union,2021/5/7,Johnson&Johnson,843682
European Union,2021/5/7,Moderna,13083057
European Union,2021/5/7,Oxford/AstraZeneca,33032654
European Union,2021/5/7,Pfizer/BioNTech,121242061
European Union,2021/5/7,Sinopharm/Beijing,1464478
European Union,2021/5/7,Sputnik V,1520581
European Union,2021/5/8,Johnson&Johnson,865796
European Union,2021/5/8,Moderna,13260087
European Union,2021/5/8,Oxford/AstraZeneca,33245381
European Union,2021/5/8,Pfizer/BioNTech,122212872
European Union,2021/5/8,Sinopharm/Beijing,1464478
European Union,2021/5/8,Sputnik V,1520581
European Union,2021/5/9,Johnson&Johnson,876848
European Union,2021/5/9,Moderna,13381577
European Union,2021/5/9,Oxford/AstraZeneca,33381954
European Union,2021/5/9,Pfizer/BioNTech,122921224
European Union,2021/5/9,Sinopharm/Beijing,1464478
European Union,2021/5/9,Sputnik V,1520581
European Union,2021/5/10,Johnson&Johnson,899576
European Union,2021/5/10,Moderna,13575924
European Union,2021/5/10,Oxford/AstraZeneca,33665469
European Union,2021/5/10,Pfizer/BioNTech,124179176
European Union,2021/5/10,Sinopharm/Beijing,1464478
European Union,2021/5/10,Sputnik V,1520581
European Union,2021/5/11,Johnson&Johnson,933130
European Union,2021/5/11,Moderna,13802644
European Union,2021/5/11,Oxford/AstraZeneca,34015350
European Union,2021/5/11,Pfizer/BioNTech,125981820
European Union,2021/5/11,Sinopharm/Beijing,1464478
European Union,2021/5/11,Sputnik V,1520581
European Union,2021/5/12,Johnson&Johnson,964016
European Union,2021/5/12,Moderna,14046040
European Union,2021/5/12,Oxford/AstraZeneca,34403650
European Union,2021/5/12,Pfizer/BioNTech,128102163
European Union,2021/5/12,Sinopharm/Beijing,1464478
European Union,2021/5/12,Sputnik V,1520581
European Union,2021/5/13,Johnson&Johnson,982882
European Union,2021/5/13,Moderna,14236656
European Union,2021/5/13,Oxford/AstraZeneca,34563652
European Union,2021/5/13,Pfizer/BioNTech,129302414
European Union,2021/5/13,Sinopharm/Beijing,1464478
European Union,2021/5/13,Sputnik V,1520581
European Union,2021/5/14,Johnson&Johnson,1251647
European Union,2021/5/14,Moderna,15651367
European Union,2021/5/14,Oxford/AstraZeneca,36314157
European Union,2021/5/14,Pfizer/BioNTech,138009416
European Union,2021/5/14,Sinopharm/Beijing,1515513
European Union,2021/5/14,Sputnik V,1609566
European Union,2021/5/15,Johnson&Johnson,1280128
European Union,2021/5/15,Moderna,15848945
European Union,2021/5/15,Oxford/AstraZeneca,36505692
European Union,2021/5/15,Pfizer/BioNTech,139170440
European Union,2021/5/15,Sinopharm/Beijing,1515513
European Union,2021/5/15,Sputnik V,1609566
European Union,2021/5/16,Johnson&Johnson,1302994
European Union,2021/5/16,Moderna,15989642
European Union,2021/5/16,Oxford/AstraZeneca,36622064
European Union,2021/5/16,Pfizer/BioNTech,139939547
European Union,2021/5/16,Sinopharm/Beijing,1515513
European Union,2021/5/16,Sputnik V,1609566
European Union,2021/5/17,Johnson&Johnson,1340936
European Union,2021/5/17,Moderna,16191404
European Union,2021/5/17,Oxford/AstraZeneca,36867021
European Union,2021/5/17,Pfizer/BioNTech,141187185
European Union,2021/5/17,Sinopharm/Beijing,1515513
European Union,2021/5/17,Sputnik V,1609566
European Union,2021/5/18,Johnson&Johnson,1384046
European Union,2021/5/18,Moderna,16432375
European Union,2021/5/18,Oxford/AstraZeneca,37197426
European Union,2021/5/18,Pfizer/BioNTech,142724280
European Union,2021/5/18,Sinopharm/Beijing,1515513
European Union,2021/5/18,Sputnik V,1609566
European Union,2021/5/19,Johnson&Johnson,1430361
European Union,2021/5/19,Moderna,16679520
European Union,2021/5/19,Oxford/AstraZeneca,37538227
European Union,2021/5/19,Pfizer/BioNTech,144496570
European Union,2021/5/19,Sinopharm/Beijing,1515513
European Union,2021/5/19,Sputnik V,1609566
European Union,2021/5/20,Johnson&Johnson,1480949
European Union,2021/5/20,Moderna,16915137
European Union,2021/5/20,Oxford/AstraZeneca,37867439
European Union,2021/5/20,Pfizer/BioNTech,146260661
European Union,2021/5/20,Sinopharm/Beijing,1515513
European Union,2021/5/20,Sputnik V,1609566
European Union,2021/5/21,Johnson&Johnson,1936740
European Union,2021/5/21,Moderna,18524363
European Union,2021/5/21,Oxford/AstraZeneca,39527220
European Union,2021/5/21,Pfizer/BioNTech,155056249
European Union,2021/5/21,Sinopharm/Beijing,1556829
European Union,2021/5/21,Sputnik V,1632758
European Union,2021/5/22,Johnson&Johnson,1998507
European Union,2021/5/22,Moderna,18737649
European Union,2021/5/22,Oxford/AstraZeneca,39746445
European Union,2021/5/22,Pfizer/BioNTech,156116184
European Union,2021/5/22,Sinopharm/Beijing,1556829
European Union,2021/5/22,Sputnik V,1632758
European Union,2021/5/23,Johnson&Johnson,2046746
European Union,2021/5/23,Moderna,18898092
European Union,2021/5/23,Oxford/AstraZeneca,39843341
European Union,2021/5/23,Pfizer/BioNTech,156767608
European Union,2021/5/23,Sinopharm/Beijing,1556829
European Union,2021/5/23,Sputnik V,1632758
European Union,2021/5/24,Johnson&Johnson,2096454
European Union,2021/5/24,Moderna,19066171
European Union,2021/5/24,Oxford/AstraZeneca,39966489
European Union,2021/5/24,Pfizer/BioNTech,157661629
European Union,2021/5/24,Sinopharm/Beijing,1556829
European Union,2021/5/24,Sputnik V,1632758
European Union,2021/5/25,Johnson&Johnson,2168545
European Union,2021/5/25,Moderna,19296823
European Union,2021/5/25,Oxford/AstraZeneca,40243913
European Union,2021/5/25,Pfizer/BioNTech,158980924
European Union,2021/5/25,Sinopharm/Beijing,1556829
European Union,2021/5/25,Sputnik V,1632758
European Union,2021/5/26,Johnson&Johnson,2296535
European Union,2021/5/26,Moderna,19538009
European Union,2021/5/26,Oxford/AstraZeneca,40561448
European Union,2021/5/26,Pfizer/BioNTech,160799229
European Union,2021/5/26,Sinopharm/Beijing,1556829
European Union,2021/5/26,Sputnik V,1632758
European Union,2021/5/27,Johnson&Johnson,2425136
European Union,2021/5/27,Moderna,19758455
European Union,2021/5/27,Oxford/AstraZeneca,40895898
European Union,2021/5/27,Pfizer/BioNTech,162611516
European Union,2021/5/27,Sinopharm/Beijing,1556829
European Union,2021/5/27,Sputnik V,1632758
European Union,2021/5/28,Johnson&Johnson,3113277
European Union,2021/5/28,Moderna,21195573
European Union,2021/5/28,Oxford/AstraZeneca,42262382
European Union,2021/5/28,Pfizer/BioNTech,171098818
European Union,2021/5/28,Sinopharm/Beijing,1852676
European Union,2021/5/28,Sputnik V,1694187
European Union,2021/5/29,Johnson&Johnson,3178119
European Union,2021/5/29,Moderna,21360089
European Union,2021/5/29,Oxford/AstraZeneca,42468434
European Union,2021/5/29,Pfizer/BioNTech,172181809
European Union,2021/5/29,Sinopharm/Beijing,1852676
European Union,2021/5/29,Sputnik V,1694187
European Union,2021/5/30,Johnson&Johnson,3214622
European Union,2021/5/30,Moderna,21456348
European Union,2021/5/30,Oxford/AstraZeneca,42562878
European Union,2021/5/30,Pfizer/BioNTech,172890068
European Union,2021/5/30,Sinopharm/Beijing,1852676
European Union,2021/5/30,Sputnik V,1694187
European Union,2021/5/31,Johnson&Johnson,3336430
European Union,2021/5/31,Moderna,21670462
European Union,2021/5/31,Oxford/AstraZeneca,42761195
European Union,2021/5/31,Pfizer/BioNTech,174122464
European Union,2021/5/31,Sinopharm/Beijing,1852676
European Union,2021/5/31,Sputnik V,1694187
European Union,2021/6/1,Johnson&Johnson,3515526
European Union,2021/6/1,Moderna,21913281
European Union,2021/6/1,Oxford/AstraZeneca,43004502
European Union,2021/6/1,Pfizer/BioNTech,175770289
European Union,2021/6/1,Sinopharm/Beijing,1852676
European Union,2021/6/1,Sputnik V,1694187
European Union,2021/6/2,Johnson&Johnson,3683486
European Union,2021/6/2,Moderna,22105188
European Union,2021/6/2,Oxford/AstraZeneca,43202644
European Union,2021/6/2,Pfizer/BioNTech,177710715
European Union,2021/6/2,Sinopharm/Beijing,1852676
European Union,2021/6/2,Sputnik V,1694187
European Union,2021/6/3,Johnson&Johnson,3806979
European Union,2021/6/3,Moderna,22313856
European Union,2021/6/3,Oxford/AstraZeneca,43425502
European Union,2021/6/3,Pfizer/BioNTech,179313092
European Union,2021/6/3,Sinopharm/Beijing,1852676
European Union,2021/6/3,Sputnik V,1694187
European Union,2021/6/4,Johnson&Johnson,4582042
European Union,2021/6/4,Moderna,23637879
European Union,2021/6/4,Oxford/AstraZeneca,44914037
European Union,2021/6/4,Pfizer/BioNTech,189353047
European Union,2021/6/4,Sinopharm/Beijing,1932634
European Union,2021/6/4,Sputnik V,1746818
European Union,2021/6/5,Johnson&Johnson,4686006
European Union,2021/6/5,Moderna,23813269
European Union,2021/6/5,Oxford/AstraZeneca,45083461
European Union,2021/6/5,Pfizer/BioNTech,190562517
European Union,2021/6/5,Sinopharm/Beijing,1932634
European Union,2021/6/5,Sputnik V,1746818
European Union,2021/6/6,Johnson&Johnson,4759285
European Union,2021/6/6,Moderna,23899000
European Union,2021/6/6,Oxford/AstraZeneca,45187447
European Union,2021/6/6,Pfizer/BioNTech,191390648
European Union,2021/6/6,Sinopharm/Beijing,1932634
European Union,2021/6/6,Sputnik V,1746818
European Union,2021/6/7,Johnson&Johnson,4871436
European Union,2021/6/7,Moderna,24094807
European Union,2021/6/7,Oxford/AstraZeneca,45380942
European Union,2021/6/7,Pfizer/BioNTech,192853910
European Union,2021/6/7,Sinopharm/Beijing,1932634
European Union,2021/6/7,Sputnik V,1746818
European Union,2021/6/8,Johnson&Johnson,5008544
European Union,2021/6/8,Moderna,24314194
European Union,2021/6/8,Oxford/AstraZeneca,45589198
European Union,2021/6/8,Pfizer/BioNTech,194795279
European Union,2021/6/8,Sinopharm/Beijing,1932634
European Union,2021/6/8,Sputnik V,1746818
European Union,2021/6/9,Johnson&Johnson,5169291
European Union,2021/6/9,Moderna,24538479
European Union,2021/6/9,Oxford/AstraZeneca,45799281
European Union,2021/6/9,Pfizer/BioNTech,197064363
European Union,2021/6/9,Sinopharm/Beijing,1932634
European Union,2021/6/9,Sputnik V,1746818
European Union,2021/6/10,Johnson&Johnson,5319849
European Union,2021/6/10,Moderna,24748366
European Union,2021/6/10,Oxford/AstraZeneca,46015940
European Union,2021/6/10,Pfizer/BioNTech,199185513
European Union,2021/6/10,Sinopharm/Beijing,1932634
European Union,2021/6/10,Sputnik V,1746818
European Union,2021/6/11,Johnson&Johnson,5994372
European Union,2021/6/11,Moderna,26304656
European Union,2021/6/11,Oxford/AstraZeneca,47793289
European Union,2021/6/11,Pfizer/BioNTech,210332663
European Union,2021/6/11,Sinopharm/Beijing,1988148
European Union,2021/6/11,Sputnik V,1772391
European Union,2021/6/12,Johnson&Johnson,6058627
European Union,2021/6/12,Moderna,26477721
European Union,2021/6/12,Oxford/AstraZeneca,47909029
European Union,2021/6/12,Pfizer/BioNTech,211576365
European Union,2021/6/12,Sinopharm/Beijing,1988148
European Union,2021/6/12,Sputnik V,1772391
European Union,2021/6/13,Johnson&Johnson,6083162
European Union,2021/6/13,Moderna,26605527
European Union,2021/6/13,Oxford/AstraZeneca,47957588
European Union,2021/6/13,Pfizer/BioNTech,212347743
European Union,2021/6/13,Sinopharm/Beijing,1988148
European Union,2021/6/13,Sputnik V,1772391
European Union,2021/6/14,Johnson&Johnson,6161080
European Union,2021/6/14,Moderna,26823458
European Union,2021/6/14,Oxford/AstraZeneca,48110680
European Union,2021/6/14,Pfizer/BioNTech,213840442
European Union,2021/6/14,Sinopharm/Beijing,1988148
European Union,2021/6/14,Sputnik V,1772391
European Union,2021/6/15,Johnson&Johnson,6249147
European Union,2021/6/15,Moderna,27081486
European Union,2021/6/15,Oxford/AstraZeneca,48327854
European Union,2021/6/15,Pfizer/BioNTech,215716374
European Union,2021/6/15,Sinopharm/Beijing,1988148
European Union,2021/6/15,Sputnik V,1772391
European Union,2021/6/16,Johnson&Johnson,6353584
European Union,2021/6/16,Moderna,27340324
European Union,2021/6/16,Oxford/AstraZeneca,48548982
European Union,2021/6/16,Pfizer/BioNTech,217912139
European Union,2021/6/16,Sinopharm/Beijing,1988148
European Union,2021/6/16,Sputnik V,1772391
European Union,2021/6/17,Johnson&Johnson,6451303
European Union,2021/6/17,Moderna,27586978
European Union,2021/6/17,Oxford/AstraZeneca,48798515
European Union,2021/6/17,Pfizer/BioNTech,219923897
European Union,2021/6/17,Sinopharm/Beijing,1988148
European Union,2021/6/17,Sputnik V,1772391
European Union,2021/6/18,Johnson&Johnson,7007886
European Union,2021/6/18,Moderna,29058673
European Union,2021/6/18,Oxford/AstraZeneca,50657979
European Union,2021/6/18,Pfizer/BioNTech,230540373
European Union,2021/6/18,Sinopharm/Beijing,2018784
European Union,2021/6/18,Sputnik V,1785934
European Union,2021/6/19,Johnson&Johnson,7043786
European Union,2021/6/19,Moderna,29250067
European Union,2021/6/19,Oxford/AstraZeneca,50786251
European Union,2021/6/19,Pfizer/BioNTech,231754382
European Union,2021/6/19,Sinopharm/Beijing,2018784
European Union,2021/6/19,Sputnik V,1785934
European Union,2021/6/20,Johnson&Johnson,7062821
European Union,2021/6/20,Moderna,29385235
European Union,2021/6/20,Oxford/AstraZeneca,50852610
European Union,2021/6/20,Pfizer/BioNTech,232507285
European Union,2021/6/20,Sinopharm/Beijing,2018784
European Union,2021/6/20,Sputnik V,1785934
European Union,2021/6/21,Johnson&Johnson,7114319
European Union,2021/6/21,Moderna,29615382
European Union,2021/6/21,Oxford/AstraZeneca,51040583
European Union,2021/6/21,Pfizer/BioNTech,233967587
European Union,2021/6/21,Sinopharm/Beijing,2018784
European Union,2021/6/21,Sputnik V,1785934
European Union,2021/6/22,Johnson&Johnson,7169847
European Union,2021/6/22,Moderna,29886562
European Union,2021/6/22,Oxford/AstraZeneca,51276450
European Union,2021/6/22,Pfizer/BioNTech,235893916
European Union,2021/6/22,Sinopharm/Beijing,2018784
European Union,2021/6/22,Sputnik V,1785934
European Union,2021/6/23,Johnson&Johnson,7225532
European Union,2021/6/23,Moderna,30153212
European Union,2021/6/23,Oxford/AstraZeneca,51507269
European Union,2021/6/23,Pfizer/BioNTech,238061406
European Union,2021/6/23,Sinopharm/Beijing,2018784
European Union,2021/6/23,Sputnik V,1785934
European Union,2021/6/24,Johnson&Johnson,7288071
European Union,2021/6/24,Moderna,30382233
European Union,2021/6/24,Oxford/AstraZeneca,51750488
European Union,2021/6/24,Pfizer/BioNTech,239970820
European Union,2021/6/24,Sinopharm/Beijing,2018784
European Union,2021/6/24,Sputnik V,1785934
European Union,2021/6/25,Johnson&Johnson,7789209
European Union,2021/6/25,Moderna,31745814
European Union,2021/6/25,Oxford/AstraZeneca,53959983
European Union,2021/6/25,Pfizer/BioNTech,250215542
European Union,2021/6/25,Sinopharm/Beijing,2035373
European Union,2021/6/25,Sputnik V,1794656
European Union,2021/6/26,Johnson&Johnson,7814522
European Union,2021/6/26,Moderna,31948601
European Union,2021/6/26,Oxford/AstraZeneca,54121895
European Union,2021/6/26,Pfizer/BioNTech,251390832
European Union,2021/6/26,Sinopharm/Beijing,2035373
European Union,2021/6/26,Sputnik V,1794656
European Union,2021/6/27,Johnson&Johnson,7826171
European Union,2021/6/27,Moderna,32088749
European Union,2021/6/27,Oxford/AstraZeneca,54226891
European Union,2021/6/27,Pfizer/BioNTech,252134976
European Union,2021/6/27,Sinopharm/Beijing,2035373
European Union,2021/6/27,Sputnik V,1794656
European Union,2021/6/28,Johnson&Johnson,7866096
European Union,2021/6/28,Moderna,32317223
European Union,2021/6/28,Oxford/AstraZeneca,54450138
European Union,2021/6/28,Pfizer/BioNTech,253587357
European Union,2021/6/28,Sinopharm/Beijing,2035373
European Union,2021/6/28,Sputnik V,1794656
European Union,2021/6/29,Johnson&Johnson,7907466
European Union,2021/6/29,Moderna,32579492
European Union,2021/6/29,Oxford/AstraZeneca,54747381
European Union,2021/6/29,Pfizer/BioNTech,255323493
European Union,2021/6/29,Sinopharm/Beijing,2035373
European Union,2021/6/29,Sputnik V,1794656
European Union,2021/6/30,Johnson&Johnson,7950191
European Union,2021/6/30,Moderna,32832243
European Union,2021/6/30,Oxford/AstraZeneca,55047498
European Union,2021/6/30,Pfizer/BioNTech,257164935
European Union,2021/6/30,Sinopharm/Beijing,2035373
European Union,2021/6/30,Sputnik V,1794656
European Union,2021/7/1,Johnson&Johnson,7994712
