Country,date,vaccine,total_vaccinations
United States,2021/9/12,Moderna,148255720
United States,2021/9/12,Pfizer/BioNTech,216951668
United States,2021/9/13,Johnson&Johnson,14681798
United States,2021/9/13,Moderna,148418837
United States,2021/9/13,Pfizer/BioNTech,217363615
United States,2021/9/14,Johnson&Johnson,14696874
United States,2021/9/14,Moderna,148591187
United States,2021/9/14,Pfizer/BioNTech,217796918
United States,2021/9/15,Johnson&Johnson,14723114
United States,2021/9/15,Moderna,148847705
United States,2021/9/15,Pfizer/BioNTech,218353396
United States,2021/9/16,Johnson&Johnson,14750931
United States,2021/9/16,Moderna,149044965
United States,2021/9/16,Pfizer/BioNTech,218872070
United States,2021/9/17,Johnson&Johnson,14781084
United States,2021/9/17,Moderna,149319792
United States,2021/9/17,Pfizer/BioNTech,219521437
United States,2021/9/18,Johnson&Johnson,14812351
United States,2021/9/18,Moderna,149586411
United States,2021/9/18,Pfizer/BioNTech,220137971
United States,2021/9/19,Johnson&Johnson,14837004
United States,2021/9/19,Moderna,149772779
United States,2021/9/19,Pfizer/BioNTech,220600691
United States,2021/9/20,Johnson&Johnson,14850165
United States,2021/9/20,Moderna,149941346
United States,2021/9/20,Pfizer/BioNTech,221070020
United States,2021/9/21,Johnson&Johnson,14863714
United States,2021/9/21,Moderna,150094768
United States,2021/9/21,Pfizer/BioNTech,221445415
United States,2021/9/22,Johnson&Johnson,14889245
United States,2021/9/22,Moderna,150295981
United States,2021/9/22,Pfizer/BioNTech,221929245
United States,2021/9/23,Johnson&Johnson,14876579
United States,2021/9/23,Moderna,150415654
United States,2021/9/23,Pfizer/BioNTech,222148207
United States,2021/9/24,Johnson&Johnson,14900349
United States,2021/9/24,Moderna,150619059
United States,2021/9/24,Pfizer/BioNTech,222663971
United States,2021/9/25,Johnson&Johnson,14925576
United States,2021/9/25,Moderna,150832560
United States,2021/9/25,Pfizer/BioNTech,223228392
United States,2021/9/26,Johnson&Johnson,14942698
United States,2021/9/26,Moderna,151000534
United States,2021/9/26,Pfizer/BioNTech,223782867
United States,2021/9/27,Johnson&Johnson,14950507
United States,2021/9/27,Moderna,151102564
United States,2021/9/27,Pfizer/BioNTech,224223342
United States,2021/9/28,Johnson&Johnson,14954307
United States,2021/9/28,Moderna,151150063
United States,2021/9/28,Pfizer/BioNTech,224659347
United States,2021/9/29,Johnson&Johnson,14977044
United States,2021/9/29,Moderna,151310851
United States,2021/9/29,Pfizer/BioNTech,225313214
United States,2021/9/30,Johnson&Johnson,15000326
United States,2021/9/30,Moderna,151481614
United States,2021/9/30,Pfizer/BioNTech,226033301
United States,2021/10/1,Johnson&Johnson,15022960
United States,2021/10/1,Moderna,151622624
United States,2021/10/1,Pfizer/BioNTech,226714560
United States,2021/10/2,Johnson&Johnson,15047364
United States,2021/10/2,Moderna,151796711
United States,2021/10/2,Pfizer/BioNTech,227447588
United States,2021/10/3,Johnson&Johnson,15065673
United States,2021/10/3,Moderna,151965988
United States,2021/10/3,Pfizer/BioNTech,228504095
United States,2021/10/4,Johnson&Johnson,15073515
United States,2021/10/4,Moderna,152089746
United States,2021/10/4,Pfizer/BioNTech,229356695
United States,2021/10/5,Johnson&Johnson,15087687
United States,2021/10/5,Moderna,152207170
United States,2021/10/5,Pfizer/BioNTech,230023148
United States,2021/10/6,Johnson&Johnson,15107206
United States,2021/10/6,Moderna,152371218
United States,2021/10/6,Pfizer/BioNTech,230795097
United States,2021/10/7,Johnson&Johnson,15126616
United States,2021/10/7,Moderna,152505315
United States,2021/10/7,Pfizer/BioNTech,231516893
United States,2021/10/8,Johnson&Johnson,15145348
United States,2021/10/8,Moderna,152657055
United States,2021/10/8,Pfizer/BioNTech,232461866
United States,2021/10/9,Johnson&Johnson,15178784
United States,2021/10/9,Moderna,152840025
United States,2021/10/9,Pfizer/BioNTech,233393286
European Union,2020/12/27,Moderna,11
European Union,2020/12/27,Oxford/AstraZeneca,0
European Union,2020/12/27,Pfizer/BioNTech,34349
European Union,2020/12/27,Sinopharm/Beijing,0
European Union,2020/12/27,Sputnik V,0
European Union,2020/12/28,Johnson&Johnson,0
European Union,2020/12/28,Moderna,14
European Union,2020/12/28,Oxford/AstraZeneca,0
European Union,2020/12/28,Pfizer/BioNTech,58380
European Union,2020/12/28,Sinopharm/Beijing,0
European Union,2020/12/28,Sputnik V,0
European Union,2020/12/29,Johnson&Johnson,0
European Union,2020/12/29,Moderna,17
European Union,2020/12/29,Oxford/AstraZeneca,1
European Union,2020/12/29,Pfizer/BioNTech,115388
European Union,2020/12/29,Sinopharm/Beijing,0
European Union,2020/12/29,Sputnik V,0
European Union,2020/12/30,Johnson&Johnson,0
European Union,2020/12/30,Moderna,25
European Union,2020/12/30,Oxford/AstraZeneca,1
European Union,2020/12/30,Pfizer/BioNTech,191735
European Union,2020/12/30,Sinopharm/Beijing,0
European Union,2020/12/30,Sputnik V,0
European Union,2020/12/31,Johnson&Johnson,0
European Union,2020/12/31,Moderna,26
European Union,2020/12/31,Oxford/AstraZeneca,1
European Union,2020/12/31,Pfizer/BioNTech,273712
European Union,2020/12/31,Sinopharm/Beijing,0
European Union,2020/12/31,Sputnik V,0
European Union,2021/1/1,Johnson&Johnson,1
European Union,2021/1/1,Moderna,81
European Union,2021/1/1,Oxford/AstraZeneca,4
European Union,2021/1/1,Pfizer/BioNTech,334447
European Union,2021/1/1,Sinopharm/Beijing,0
European Union,2021/1/1,Sputnik V,0
European Union,2021/1/2,Johnson&Johnson,1
European Union,2021/1/2,Moderna,86
European Union,2021/1/2,Oxford/AstraZeneca,4
European Union,2021/1/2,Pfizer/BioNTech,424591
European Union,2021/1/2,Sinopharm/Beijing,0
European Union,2021/1/2,Sputnik V,0
European Union,2021/1/3,Johnson&Johnson,1
European Union,2021/1/3,Moderna,97
European Union,2021/1/3,Oxford/AstraZeneca,4
European Union,2021/1/3,Pfizer/BioNTech,484409
European Union,2021/1/3,Sinopharm/Beijing,0
European Union,2021/1/3,Sputnik V,0
European Union,2021/1/4,Johnson&Johnson,25
European Union,2021/1/4,Moderna,122
European Union,2021/1/4,Oxford/AstraZeneca,4
European Union,2021/1/4,Pfizer/BioNTech,618377
European Union,2021/1/4,Sinopharm/Beijing,0
European Union,2021/1/4,Sputnik V,0
European Union,2021/1/5,Johnson&Johnson,26
European Union,2021/1/5,Moderna,125
European Union,2021/1/5,Oxford/AstraZeneca,4
European Union,2021/1/5,Pfizer/BioNTech,778957
European Union,2021/1/5,Sinopharm/Beijing,0
European Union,2021/1/5,Sputnik V,0
European Union,2021/1/6,Johnson&Johnson,26
European Union,2021/1/6,Moderna,136
European Union,2021/1/6,Oxford/AstraZeneca,7
European Union,2021/1/6,Pfizer/BioNTech,942929
European Union,2021/1/6,Sinopharm/Beijing,0
European Union,2021/1/6,Sputnik V,0
European Union,2021/1/7,Johnson&Johnson,29
European Union,2021/1/7,Moderna,145
European Union,2021/1/7,Oxford/AstraZeneca,9
European Union,2021/1/7,Pfizer/BioNTech,1146523
European Union,2021/1/7,Sinopharm/Beijing,0
European Union,2021/1/7,Sputnik V,0
European Union,2021/1/8,Johnson&Johnson,42
European Union,2021/1/8,Moderna,448
European Union,2021/1/8,Oxford/AstraZeneca,185
European Union,2021/1/8,Pfizer/BioNTech,2618485
European Union,2021/1/8,Sinopharm/Beijing,0
European Union,2021/1/8,Sputnik V,0
European Union,2021/1/9,Johnson&Johnson,42
European Union,2021/1/9,Moderna,491
European Union,2021/1/9,Oxford/AstraZeneca,189
European Union,2021/1/9,Pfizer/BioNTech,2790169
European Union,2021/1/9,Sinopharm/Beijing,0
European Union,2021/1/9,Sputnik V,0
European Union,2021/1/10,Johnson&Johnson,42
European Union,2021/1/10,Moderna,500
European Union,2021/1/10,Oxford/AstraZeneca,190
European Union,2021/1/10,Pfizer/BioNTech,2900806
European Union,2021/1/10,Sinopharm/Beijing,0
European Union,2021/1/10,Sputnik V,0
European Union,2021/1/11,Johnson&Johnson,42
European Union,2021/1/11,Moderna,632
European Union,2021/1/11,Oxford/AstraZeneca,192
European Union,2021/1/11,Pfizer/BioNTech,3118787
European Union,2021/1/11,Sinopharm/Beijing,0
European Union,2021/1/11,Sputnik V,0
European Union,2021/1/12,Johnson&Johnson,42
European Union,2021/1/12,Moderna,745
European Union,2021/1/12,Oxford/AstraZeneca,197
European Union,2021/1/12,Pfizer/BioNTech,3372681
European Union,2021/1/12,Sinopharm/Beijing,0
European Union,2021/1/12,Sputnik V,0
European Union,2021/1/13,Johnson&Johnson,42
European Union,2021/1/13,Moderna,2150
European Union,2021/1/13,Oxford/AstraZeneca,197
European Union,2021/1/13,Pfizer/BioNTech,3672297
European Union,2021/1/13,Sinopharm/Beijing,0
European Union,2021/1/13,Sputnik V,0
European Union,2021/1/14,Johnson&Johnson,42
European Union,2021/1/14,Moderna,10327
European Union,2021/1/14,Oxford/AstraZeneca,199
European Union,2021/1/14,Pfizer/BioNTech,3955784
European Union,2021/1/14,Sinopharm/Beijing,0
European Union,2021/1/14,Sputnik V,0
European Union,2021/1/15,Johnson&Johnson,42
European Union,2021/1/15,Moderna,36342
European Union,2021/1/15,Oxford/AstraZeneca,367
European Union,2021/1/15,Pfizer/BioNTech,5671728
European Union,2021/1/15,Sinopharm/Beijing,0
European Union,2021/1/15,Sputnik V,0
European Union,2021/1/16,Johnson&Johnson,42
European Union,2021/1/16,Moderna,39621
European Union,2021/1/16,Oxford/AstraZeneca,371
European Union,2021/1/16,Pfizer/BioNTech,5828746
European Union,2021/1/16,Sinopharm/Beijing,0
European Union,2021/1/16,Sputnik V,0
European Union,2021/1/17,Johnson&Johnson,43
European Union,2021/1/17,Moderna,41312
European Union,2021/1/17,Oxford/AstraZeneca,374
European Union,2021/1/17,Pfizer/BioNTech,5934429
European Union,2021/1/17,Sinopharm/Beijing,0
European Union,2021/1/17,Sputnik V,0
European Union,2021/1/18,Johnson&Johnson,43
European Union,2021/1/18,Moderna,50148
European Union,2021/1/18,Oxford/AstraZeneca,377
European Union,2021/1/18,Pfizer/BioNTech,6183824
European Union,2021/1/18,Sinopharm/Beijing,0
European Union,2021/1/18,Sputnik V,0
European Union,2021/1/19,Johnson&Johnson,43
European Union,2021/1/19,Moderna,61711
European Union,2021/1/19,Oxford/AstraZeneca,430
European Union,2021/1/19,Pfizer/BioNTech,6506071
European Union,2021/1/19,Sinopharm/Beijing,0
European Union,2021/1/19,Sputnik V,0
European Union,2021/1/20,Johnson&Johnson,43
European Union,2021/1/20,Moderna,74712
European Union,2021/1/20,Oxford/AstraZeneca,435
European Union,2021/1/20,Pfizer/BioNTech,6849074
European Union,2021/1/20,Sinopharm/Beijing,0
European Union,2021/1/20,Sputnik V,0
European Union,2021/1/21,Johnson&Johnson,43
European Union,2021/1/21,Moderna,86682
European Union,2021/1/21,Oxford/AstraZeneca,437
European Union,2021/1/21,Pfizer/BioNTech,7193510
European Union,2021/1/21,Sinopharm/Beijing,0
European Union,2021/1/21,Sputnik V,0
European Union,2021/1/22,Johnson&Johnson,44
European Union,2021/1/22,Moderna,135475
European Union,2021/1/22,Oxford/AstraZeneca,660
European Union,2021/1/22,Pfizer/BioNTech,8915193
European Union,2021/1/22,Sinopharm/Beijing,0
European Union,2021/1/22,Sputnik V,0
European Union,2021/1/23,Johnson&Johnson,44
European Union,2021/1/23,Moderna,138748
European Union,2021/1/23,Oxford/AstraZeneca,667
European Union,2021/1/23,Pfizer/BioNTech,9113370
European Union,2021/1/23,Sinopharm/Beijing,0
European Union,2021/1/23,Sputnik V,0
European Union,2021/1/24,Johnson&Johnson,44
European Union,2021/1/24,Moderna,140008
European Union,2021/1/24,Oxford/AstraZeneca,671
European Union,2021/1/24,Pfizer/BioNTech,9233844
European Union,2021/1/24,Sinopharm/Beijing,0
European Union,2021/1/24,Sputnik V,0
European Union,2021/1/25,Johnson&Johnson,44
European Union,2021/1/25,Moderna,146076
European Union,2021/1/25,Oxford/AstraZeneca,675
European Union,2021/1/25,Pfizer/BioNTech,9518481
European Union,2021/1/25,Sinopharm/Beijing,0
European Union,2021/1/25,Sputnik V,0
European Union,2021/1/26,Johnson&Johnson,44
European Union,2021/1/26,Moderna,152383
European Union,2021/1/26,Oxford/AstraZeneca,682
European Union,2021/1/26,Pfizer/BioNTech,9852986
European Union,2021/1/26,Sinopharm/Beijing,0
European Union,2021/1/26,Sputnik V,0
European Union,2021/1/27,Johnson&Johnson,45
European Union,2021/1/27,Moderna,158743
European Union,2021/1/27,Oxford/AstraZeneca,691
European Union,2021/1/27,Pfizer/BioNTech,10195798
European Union,2021/1/27,Sinopharm/Beijing,0
European Union,2021/1/27,Sputnik V,0
European Union,2021/1/28,Johnson&Johnson,46
European Union,2021/1/28,Moderna,164996
European Union,2021/1/28,Oxford/AstraZeneca,696
European Union,2021/1/28,Pfizer/BioNTech,10566552
European Union,2021/1/28,Sinopharm/Beijing,0
European Union,2021/1/28,Sputnik V,0
European Union,2021/1/29,Johnson&Johnson,48
European Union,2021/1/29,Moderna,198214
European Union,2021/1/29,Oxford/AstraZeneca,948
European Union,2021/1/29,Pfizer/BioNTech,12724709
European Union,2021/1/29,Sinopharm/Beijing,0
European Union,2021/1/29,Sputnik V,0
European Union,2021/1/30,Johnson&Johnson,49
European Union,2021/1/30,Moderna,200692
European Union,2021/1/30,Oxford/AstraZeneca,956
European Union,2021/1/30,Pfizer/BioNTech,12961186
European Union,2021/1/30,Sinopharm/Beijing,0
European Union,2021/1/30,Sputnik V,0
European Union,2021/1/31,Johnson&Johnson,49
European Union,2021/1/31,Moderna,201310
European Union,2021/1/31,Oxford/AstraZeneca,964
European Union,2021/1/31,Pfizer/BioNTech,13105374
European Union,2021/1/31,Sinopharm/Beijing,0
European Union,2021/1/31,Sputnik V,0
European Union,2021/2/1,Johnson&Johnson,49
European Union,2021/2/1,Moderna,207671
European Union,2021/2/1,Oxford/AstraZeneca,1022
European Union,2021/2/1,Pfizer/BioNTech,13420872
European Union,2021/2/1,Sinopharm/Beijing,0
European Union,2021/2/1,Sputnik V,0
European Union,2021/2/2,Johnson&Johnson,50
European Union,2021/2/2,Moderna,216799
European Union,2021/2/2,Oxford/AstraZeneca,1071
European Union,2021/2/2,Pfizer/BioNTech,13782409
European Union,2021/2/2,Sinopharm/Beijing,0
European Union,2021/2/2,Sputnik V,0
European Union,2021/2/3,Johnson&Johnson,50
European Union,2021/2/3,Moderna,230713
European Union,2021/2/3,Oxford/AstraZeneca,1098
European Union,2021/2/3,Pfizer/BioNTech,14180280
European Union,2021/2/3,Sinopharm/Beijing,0
European Union,2021/2/3,Sputnik V,0
European Union,2021/2/4,Johnson&Johnson,51
European Union,2021/2/4,Moderna,250814
European Union,2021/2/4,Oxford/AstraZeneca,1108
European Union,2021/2/4,Pfizer/BioNTech,14576331
European Union,2021/2/4,Sinopharm/Beijing,0
European Union,2021/2/4,Sputnik V,0
European Union,2021/2/5,Johnson&Johnson,61
European Union,2021/2/5,Moderna,350765
European Union,2021/2/5,Oxford/AstraZeneca,1387
European Union,2021/2/5,Pfizer/BioNTech,16973713
European Union,2021/2/5,Sinopharm/Beijing,0
European Union,2021/2/5,Sputnik V,0
European Union,2021/2/6,Johnson&Johnson,61
European Union,2021/2/6,Moderna,365893
European Union,2021/2/6,Oxford/AstraZeneca,2322
European Union,2021/2/6,Pfizer/BioNTech,17185012
European Union,2021/2/6,Sinopharm/Beijing,0
European Union,2021/2/6,Sputnik V,0
European Union,2021/2/7,Johnson&Johnson,62
European Union,2021/2/7,Moderna,377422
European Union,2021/2/7,Oxford/AstraZeneca,3707
European Union,2021/2/7,Pfizer/BioNTech,17296873
European Union,2021/2/7,Sinopharm/Beijing,0
European Union,2021/2/7,Sputnik V,0
European Union,2021/2/8,Johnson&Johnson,64
European Union,2021/2/8,Moderna,396786
European Union,2021/2/8,Oxford/AstraZeneca,6453
European Union,2021/2/8,Pfizer/BioNTech,17594155
European Union,2021/2/8,Sinopharm/Beijing,0
European Union,2021/2/8,Sputnik V,0
European Union,2021/2/9,Johnson&Johnson,64
European Union,2021/2/9,Moderna,418636
European Union,2021/2/9,Oxford/AstraZeneca,13388
European Union,2021/2/9,Pfizer/BioNTech,17960501
European Union,2021/2/9,Sinopharm/Beijing,0
European Union,2021/2/9,Sputnik V,0
European Union,2021/2/10,Johnson&Johnson,65
European Union,2021/2/10,Moderna,441096
European Union,2021/2/10,Oxford/AstraZeneca,31671
European Union,2021/2/10,Pfizer/BioNTech,18355146
European Union,2021/2/10,Sinopharm/Beijing,0
European Union,2021/2/10,Sputnik V,0
European Union,2021/2/11,Johnson&Johnson,67
European Union,2021/2/11,Moderna,469065
