,location,date,vaccine,total_vaccinations
17464,European Union,2021/9/7,Pfizer/BioNTech,383109494
17465,European Union,2021/9/7,Sinopharm/Beijing,2090907
17466,European Union,2021/9/7,Sputnik V,1838853
17467,European Union,2021/9/8,Johnson&Johnson,13809337
17468,European Union,2021/9/8,Moderna,54125076
17469,European Union,2021/9/8,Oxford/AstraZeneca,67043967
17470,European Union,2021/9/8,Pfizer/BioNTech,383819270
17471,European Union,2021/9/8,Sinopharm/Beijing,2090907
17472,European Union,2021/9/8,Sputnik V,1838853
17473,European Union,2021/9/9,Johnson&Johnson,13831134
17474,European Union,2021/9/9,Moderna,54282616
17475,European Union,2021/9/9,Oxford/AstraZeneca,67046649
17476,European Union,2021/9/9,Pfizer/BioNTech,384468006
17477,European Union,2021/9/9,Sinopharm/Beijing,2090907
17478,European Union,2021/9/9,Sputnik V,1838853
17479,European Union,2021/9/10,Johnson&Johnson,13973178
17480,European Union,2021/9/10,Moderna,54765763
17481,European Union,2021/9/10,Oxford/AstraZeneca,67066376
17482,European Union,2021/9/10,Pfizer/BioNTech,386680254
17483,European Union,2021/9/10,Sinopharm/Beijing,2094980
17484,European Union,2021/9/10,Sputnik V,1840028
17485,European Union,2021/9/11,Johnson&Johnson,13988803
17486,European Union,2021/9/11,Moderna,54857748
17487,European Union,2021/9/11,Oxford/AstraZeneca,67067447
17488,European Union,2021/9/11,Pfizer/BioNTech,387145038
17489,European Union,2021/9/11,Sinopharm/Beijing,2094980
17490,European Union,2021/9/11,Sputnik V,1840028
17491,European Union,2021/9/12,Johnson&Johnson,13996793
17492,European Union,2021/9/12,Moderna,54893783
17493,European Union,2021/9/12,Oxford/AstraZeneca,67067931
17494,European Union,2021/9/12,Pfizer/BioNTech,387351843
17495,European Union,2021/9/12,Sinopharm/Beijing,2094980
17496,European Union,2021/9/12,Sputnik V,1840028
17497,European Union,2021/9/13,Johnson&Johnson,14015183
17498,European Union,2021/9/13,Moderna,54996043
17499,European Union,2021/9/13,Oxford/AstraZeneca,67070222
17500,European Union,2021/9/13,Pfizer/BioNTech,387901982
17501,European Union,2021/9/13,Sinopharm/Beijing,2094980
17502,European Union,2021/9/13,Sputnik V,1840028
17503,European Union,2021/9/14,Johnson&Johnson,14035706
17504,European Union,2021/9/14,Moderna,55116192
17505,European Union,2021/9/14,Oxford/AstraZeneca,67073247
17506,European Union,2021/9/14,Pfizer/BioNTech,388514100
17507,European Union,2021/9/14,Sinopharm/Beijing,2094980
17508,European Union,2021/9/14,Sputnik V,1840028
17509,European Union,2021/9/15,Johnson&Johnson,14058091
17510,European Union,2021/9/15,Moderna,55223081
17511,European Union,2021/9/15,Oxford/AstraZeneca,67075614
17512,European Union,2021/9/15,Pfizer/BioNTech,389210825
17513,European Union,2021/9/15,Sinopharm/Beijing,2094980
17514,European Union,2021/9/15,Sputnik V,1840028
17515,European Union,2021/9/16,Johnson&Johnson,14081941
17516,European Union,2021/9/16,Moderna,55333175
17517,European Union,2021/9/16,Oxford/AstraZeneca,67078278
17518,European Union,2021/9/16,Pfizer/BioNTech,389825952
17519,European Union,2021/9/16,Sinopharm/Beijing,2094980
17520,European Union,2021/9/16,Sputnik V,1840028
17521,European Union,2021/9/17,Johnson&Johnson,14235406
17522,European Union,2021/9/17,Moderna,55723946
17523,European Union,2021/9/17,Oxford/AstraZeneca,67095306
17524,European Union,2021/9/17,Pfizer/BioNTech,391715426
17525,European Union,2021/9/17,Sinopharm/Beijing,2098577
17526,European Union,2021/9/17,Sputnik V,1841030
17527,European Union,2021/9/18,Johnson&Johnson,14251805
17528,European Union,2021/9/18,Moderna,55805185
17529,European Union,2021/9/18,Oxford/AstraZeneca,67096264
17530,European Union,2021/9/18,Pfizer/BioNTech,392153616
17531,European Union,2021/9/18,Sinopharm/Beijing,2098577
17532,European Union,2021/9/18,Sputnik V,1841030
17533,European Union,2021/9/19,Johnson&Johnson,14260410
17534,European Union,2021/9/19,Moderna,55834865
17535,European Union,2021/9/19,Oxford/AstraZeneca,67096774
17536,European Union,2021/9/19,Pfizer/BioNTech,392358655
17537,European Union,2021/9/19,Sinopharm/Beijing,2098577
17538,European Union,2021/9/19,Sputnik V,1841030
17539,European Union,2021/9/20,Johnson&Johnson,14277813
17540,European Union,2021/9/20,Moderna,55923541
17541,European Union,2021/9/20,Oxford/AstraZeneca,67098964
17542,European Union,2021/9/20,Pfizer/BioNTech,392883196
17543,European Union,2021/9/20,Sinopharm/Beijing,2098577
17544,European Union,2021/9/20,Sputnik V,1841030
17545,European Union,2021/9/21,Johnson&Johnson,14298757
17546,European Union,2021/9/21,Moderna,56027904
17547,European Union,2021/9/21,Oxford/AstraZeneca,67101089
17548,European Union,2021/9/21,Pfizer/BioNTech,393478458
17549,European Union,2021/9/21,Sinopharm/Beijing,2098577
17550,European Union,2021/9/21,Sputnik V,1841030
17551,European Union,2021/9/22,Johnson&Johnson,14321485
17552,European Union,2021/9/22,Moderna,56120314
17553,European Union,2021/9/22,Oxford/AstraZeneca,67102941
17554,European Union,2021/9/22,Pfizer/BioNTech,394157961
17555,European Union,2021/9/22,Sinopharm/Beijing,2098577
17556,European Union,2021/9/22,Sputnik V,1841030
17557,European Union,2021/9/23,Johnson&Johnson,14347803
17558,European Union,2021/9/23,Moderna,56214807
17559,European Union,2021/9/23,Oxford/AstraZeneca,67104654
17560,European Union,2021/9/23,Pfizer/BioNTech,394757806
17561,European Union,2021/9/23,Sinopharm/Beijing,2098577
17562,European Union,2021/9/23,Sputnik V,1841030
17563,European Union,2021/9/24,Johnson&Johnson,14505173
17564,European Union,2021/9/24,Moderna,56563158
17565,European Union,2021/9/24,Oxford/AstraZeneca,67121261
17566,European Union,2021/9/24,Pfizer/BioNTech,396376881
17567,European Union,2021/9/24,Sinopharm/Beijing,2102667
17568,European Union,2021/9/24,Sputnik V,1841990
17569,European Union,2021/9/25,Johnson&Johnson,14525236
17570,European Union,2021/9/25,Moderna,56633900
17571,European Union,2021/9/25,Oxford/AstraZeneca,67122112
17572,European Union,2021/9/25,Pfizer/BioNTech,396777760
17573,European Union,2021/9/25,Sinopharm/Beijing,2102667
17574,European Union,2021/9/25,Sputnik V,1841990
17575,European Union,2021/9/26,Johnson&Johnson,14535934
17576,European Union,2021/9/26,Moderna,56659666
17577,European Union,2021/9/26,Oxford/AstraZeneca,67122524
17578,European Union,2021/9/26,Pfizer/BioNTech,396959034
17579,European Union,2021/9/26,Sinopharm/Beijing,2102667
17580,European Union,2021/9/26,Sputnik V,1841990
17581,European Union,2021/9/27,Johnson&Johnson,14557549
17582,European Union,2021/9/27,Moderna,56730470
17583,European Union,2021/9/27,Oxford/AstraZeneca,67124505
17584,European Union,2021/9/27,Pfizer/BioNTech,397424132
17585,European Union,2021/9/27,Sinopharm/Beijing,2102667
17586,European Union,2021/9/27,Sputnik V,1841990
17587,European Union,2021/9/28,Johnson&Johnson,14581803
17588,European Union,2021/9/28,Moderna,56813984
17589,European Union,2021/9/28,Oxford/AstraZeneca,67126286
17590,European Union,2021/9/28,Pfizer/BioNTech,397948499
17591,European Union,2021/9/28,Sinopharm/Beijing,2102667
17592,European Union,2021/9/28,Sputnik V,1841990
17593,European Union,2021/9/29,Johnson&Johnson,14608102
17594,European Union,2021/9/29,Moderna,56891972
17595,European Union,2021/9/29,Oxford/AstraZeneca,67128619
17596,European Union,2021/9/29,Pfizer/BioNTech,398560339
17597,European Union,2021/9/29,Sinopharm/Beijing,2102667
17598,European Union,2021/9/29,Sputnik V,1841990
17599,European Union,2021/9/30,Johnson&Johnson,14636673
17600,European Union,2021/9/30,Moderna,56984354
17601,European Union,2021/9/30,Oxford/AstraZeneca,67131015
17602,European Union,2021/9/30,Pfizer/BioNTech,399117312
17603,European Union,2021/9/30,Sinopharm/Beijing,2102667
17604,European Union,2021/9/30,Sputnik V,1841990
17605,European Union,2021/10/1,Johnson&Johnson,14765709
17606,European Union,2021/10/1,Moderna,57232847
17607,European Union,2021/10/1,Oxford/AstraZeneca,67140493
17608,European Union,2021/10/1,Pfizer/BioNTech,400547685
17609,European Union,2021/10/1,Sinopharm/Beijing,2106695
17610,European Union,2021/10/1,Sputnik V,1842782
17611,European Union,2021/10/2,Johnson&Johnson,14780423
17612,European Union,2021/10/2,Moderna,57290461
17613,European Union,2021/10/2,Oxford/AstraZeneca,67141116
17614,European Union,2021/10/2,Pfizer/BioNTech,400838747
17615,European Union,2021/10/2,Sinopharm/Beijing,2106695
17616,European Union,2021/10/2,Sputnik V,1842782
17617,European Union,2021/10/3,Johnson&Johnson,14789232
17618,European Union,2021/10/3,Moderna,57309360
17619,European Union,2021/10/3,Oxford/AstraZeneca,67141409
17620,European Union,2021/10/3,Pfizer/BioNTech,400955869
17621,European Union,2021/10/3,Sinopharm/Beijing,2106695
17622,European Union,2021/10/3,Sputnik V,1842782
17623,European Union,2021/10/4,Johnson&Johnson,14807831
17624,European Union,2021/10/4,Moderna,57366686
17625,European Union,2021/10/4,Oxford/AstraZeneca,67142783
17626,European Union,2021/10/4,Pfizer/BioNTech,401344661
17627,European Union,2021/10/4,Sinopharm/Beijing,2106695
17628,European Union,2021/10/4,Sputnik V,1842782
17629,European Union,2021/10/5,Johnson&Johnson,14830529
17630,European Union,2021/10/5,Moderna,57441360
17631,European Union,2021/10/5,Oxford/AstraZeneca,67144220
17632,European Union,2021/10/5,Pfizer/BioNTech,401812264
17633,European Union,2021/10/5,Sinopharm/Beijing,2106695
17634,European Union,2021/10/5,Sputnik V,1842782
17635,European Union,2021/10/6,Johnson&Johnson,14852708
17636,European Union,2021/10/6,Moderna,57506906
17637,European Union,2021/10/6,Oxford/AstraZeneca,67145138
17638,European Union,2021/10/6,Pfizer/BioNTech,402330924
17639,European Union,2021/10/6,Sinopharm/Beijing,2106695
17640,European Union,2021/10/6,Sputnik V,1842782
17641,European Union,2021/10/7,Johnson&Johnson,14877503
17642,European Union,2021/10/7,Moderna,57582277
17643,European Union,2021/10/7,Oxford/AstraZeneca,67145973
17644,European Union,2021/10/7,Pfizer/BioNTech,402816873
17645,European Union,2021/10/7,Sinopharm/Beijing,2106695
17646,European Union,2021/10/7,Sputnik V,1842782
17647,European Union,2021/10/8,Johnson&Johnson,14936258
17648,European Union,2021/10/8,Moderna,57654774
17649,European Union,2021/10/8,Oxford/AstraZeneca,67150636
17650,European Union,2021/10/8,Pfizer/BioNTech,403490893
17651,European Union,2021/10/8,Sinopharm/Beijing,2108368
17652,European Union,2021/10/8,Sputnik V,1843001
17653,European Union,2021/10/9,Johnson&Johnson,14937080
17654,European Union,2021/10/9,Moderna,57676732
17655,European Union,2021/10/9,Oxford/AstraZeneca,67150901
17656,European Union,2021/10/9,Pfizer/BioNTech,403612939
17657,European Union,2021/10/9,Sinopharm/Beijing,2108368
17658,European Union,2021/10/9,Sputnik V,1843001
